Date,Rating,Title,Country,Review,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy,Power Supply,Seat Storage,Recommended,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Viewing Tv Screen,author_id
2016-03-27,2,"""most uncomfortable fight to date""",United States,"I was in economy class on a flight to London, from New York. This was without a doubt, my most uncomfortable fight to date. I have flown all over the world and never been so uncomfortable. British Airways no longer has arm rests, they have half walls on the side of each chair. As a woman with hips, I was so jammed into my seat, that I was in discomfort my entire ride. I am average size, with a pair of hips that don't fit into a square box. To add insult to injury, being so jammed into my seat my thighs, everything was more difficult to maneuver. It made me uncomfortable and rather embarrassed. I upgraded my flight home just so I wouldn't have to deal with it. I will not be flying BA again.",Economy Class,Boeing 747-400,3x4x3,March 2016,Solo Leisure,,,,,,5.0,1.0,no,3.0,3.0,1.0,1.0,5.0,81
2016-03-23,4,"""seat was very uncomfortable""",United Kingdom,"The flight was pleasant however the Boeing 747-400 seat was very uncomfortable for a night flight back to Heathrow. They say people like to arrive refreshed once they get off the plane, I felt like I need being stretched out after being crammed in. The landing by the pilots was one of the worst I've ever experienced. The service by the cabin crew was excellent and food was satisfactory. For a company that is supposed to be the flag carrier of Britain it was very disappointing.",Economy Class,Boeing 747-400,3x4x3,August 2015,Family Leisure,,,,,,,1.0,no,1.0,1.0,3.0,1.0,1.0,82
2016-03-18,1,"""will never fly BA again""",Canada,"We flew return on BA from LHR to YYZ on a Boeing 787. The seating was very small. My seatmates are all over 6 ft. The seats in front are very close, the inconsiderate person in front of me immediately reclined the seat to its max. I had to put my book away because between the back of the seat and my face was 9 inches. This was 6+ hours that felt like 18 hours. When I turned on the movie the screen it was so close that I couldn't see the screen. I will never fly BA again.",Economy Class,Boeing 787,3x3x3,March 2016,Couple Leisure,,,,,,2.0,1.0,no,1.0,1.0,1.0,2.0,1.0,83
2016-02-16,2,"""economy seats are horrific""",Ireland,"Flew LHR -TLV return on Boeing 787 and this was my first experience of the British Airways Boeing 787. The economy seats are horrific! I am 6ft tall and of average build. Managed to secure an exit seat on the first leg but found it very tight. The return leg was a nightmare. I had a centre seat and could not move even in the slightest without disturbing my neighbours. We were literally shoulder to shoulder and wedged. Then the passenger in front reclined their seat and it was like being buried alive. To give a sense of proportion, I stretched out my arm in front of me and my elbow went past the seat in front. my screen was pointed at my chest and almost so close I could not focus. I will never travel British Airways Boeing 787 again. I will pay anything extra to avoid it or alternatively not travel at all.",Economy Class,Boeing 787,3x3x3,February 2016,Business,,,,,,3.0,2.0,no,1.0,2.0,1.0,2.0,1.0,84
2016-02-09,4,"""not a good seat""",United Kingdom,"This was an overnight British Airways Boeing 787 flight from Calgary, Canada to London Heathrow and I was sat in seat 36A. This was not a good seat! There was very little room between my seat and the one in front. I am not tall or big but felt cramped throughout - the seat width is not great either. I would actively choose Emirates or Singapore or possibly KLM over BA if given the choice in future. Comments from people around me suggest that I am not alone in thinking this. Experience was not helped by a rushed meal service with poorly defined choices (chicken or pasta - pasta with what?) and average quality. I had expected British Airways to be better than this!",Economy Class,Boeing 787-8,3x3x3,January 2016,Solo Leisure,,,,,,4.0,2.0,no,1.0,2.0,2.0,3.0,1.0,85
2016-02-08,7,"""claustrophobic, hot, cramped""",Canada,"My experience flying British Airways Boeing 787 overnight from Montreal to London was so uncomfortable that we had to upgrade our seats to an access row on our return trip. The seats are so close to one another that the entire flight was like a lesson in withstanding torture : claustrophobic, hot, cramped, and barely endurable. Neither my husband nor I are large people, and the seats themselves were comfortable as far as hip room was concerned, but the backs of the seats in front of us were so close that we had little to no room to manouver. Just awful. I have Celiac disease and so I ordered a gluten-free meal. The dinner option was nice (tilapia on rice with side salad and fruit), but breakfast the next morning consisted of a broken plain rice cake with a small pat of jam and a cup of water. Seriously?  We paid for exit row seats en route back so we had extra leg (and breathing) room, and the GF meals I was given were wonderful. Once again, staff were lovely. I don't know whether there had been issues cabin cooling on our first flight or not, but the flight home was a totally different experience.",Economy Class,Boeing 787,3x3x3,November 2015,Couple Leisure,,,,,,4.0,3.0,yes,2.0,2.0,5.0,4.0,4.0,86
2016-02-01,8,"""legroom is good enough""",United Kingdom,"I was in seat 26A, and legroom is better than average (not excellent though). They have movies and news via overhead screen. Meal is nice but disappointing for a 5 hr flight (LHR-LCA). These Boeing 767 have the old but comfy seats. Also as its old, the legroom is good enough. The recline is stiff but it goes a decent way back (even though 26a is at the back of the cabin). For meal it was a sandwich.  Also good value to money.",Economy Class,Boeing 767-300ER,2x3x2,April 2015,Family Leisure,,,,,,,3.0,yes,4.0,3.0,5.0,4.0,3.0,87
2016-01-10,7,"""uncomfortable after couple of hours""",United Kingdom,"Tenerife to Gatwick on A320. Managed to secure exit row seats in refurbished cabin. These are the best seats in the plane now that there is no difference in seat pitch between Club and Economy. However they become really uncomfortable after a couple of hours, so this flight is an endurance test for the back. The quid pro quo on the extra legroom is that these seats do not recline (the other rows do have some recline but not much) which makes the discomfort more acute. Good seat width too even with three blokes in row - cabin on A320 seems wider than B737. Good cabin service of drinks with nibbles; fairly substantial snack box (egg mayo roll, chicken wrap, cheese and biscuits, chocolate mousse); and further drinks runs. Very competitive price at peak time, so pretty good overall.",Economy Class,A320,3x3,January 2016,Couple Leisure,,,,,,,3.0,yes,5.0,1.0,4.0,4.0,1.0,88
2015-12-12,5,"""I don't see the benefit""",United Kingdom,"Moderately old Boeing 777, tired decor but functioning screen, which was a nice surprise. Decor flecked with some sort of particulate matter which had not been cleaned off. Also, the leather-effect polyvinyl on the seat back appeared to have been attacked with a box cutter, which was disturbing. Seat jack socket for headphones was intermittent; for sound in both ears, you had to hold it in with a certain amount of pressure. Premium Economy seats don't recline much; barely any more than Economy. Flat and hard, which leaves your bottom numb after a while. Additionally, and this is relevant to the cabin layout, there are no toilets in P Economy, which means you have to go through the curtains into Economy and every glares at you, thinking your a Biz Class customer coming to use the Economy toilets. So, not much cop really. 5 out of 10, as I don't see the benefit over regular Economy.",Premium Economy,Boeing 777,2x4x2,November 2015,Business,,,,,,,3.0,no,3.0,2.0,3.0,4.0,2.0,89
2015-11-18,3,"""damage anyone's back""",United Kingdom,"British Airways Boeing 777-200ER with old screens, remotes barely work, seats flat and very uncomfortable. 8 to 9hrs sitting in these seats would damage anyone's back. Interior trim and general look of cabin is very old and dated.",Economy Class,Boeing 777-200ER,3x3x3,November 2015,Couple Leisure,,,,,,1.0,3.0,no,2.0,2.0,2.0,2.0,2.0,90
2015-11-17,5,"""efficient but unfriendly""",Australia,Booked exit row seats 12D/12E. Seat and the flight were good. BA internet service prior to flight very poor. Could not find anywhere to order a gluten free meal. Could only download one of two boarding passes for the flight. Flight was on time but we had to wait for more than 30 minutes for our luggage to arrive at the carousel. Crew efficient but unfriendly.,Economy Class,A320,3x3,November 2015,Couple Leisure,,,,,,,1.0,no,4.0,3.0,3.0,2.0,,91
2015-11-05,3,"""Premium Economy very uncomfortable""",Germany,The old British Airways Premium Economy seats. Front row and very uncomfortable. Double the price of Y class and yet terrible and old seats. IFE was the size of my palm. Cold service and food was Y class trash. Cabin staff didn't care and you had to use the bathroom in Y. My first time flying British Airways and I hated it for long haul.  Its 2015 and NO electrical outlets!!!,Premium Economy,Boeing 777-200,2x4x2,November 2015,Business,,,,,,,3.0,no,3.0,1.0,1.0,3.0,1.0,92
2015-11-03,7,"""seat width is ok""",United Kingdom,Sat upstairs in Premium Economy - 66F (I think). Not a window seat. Seat width is ok and has enough legroom even when person in front fully-reclined their seat. There is no IFE control box under the seat in-front (there is under 66E). Managed to get about 4hrs sleep on my long-haul flight which is pretty good. The IFE screen is reasonably big and there are 2-USB ports you can use. Quite happy to sit in that seat again.,Premium Economy,A380,2x3x2,October 2015,Solo Leisure,,,,,,,3.0,yes,4.0,4.0,4.0,4.0,4.0,93
2015-11-01,1,"""closer to being a Ryanair clone""",Sweden,"British Airways have taken a step closer to being a Ryanair clone. Now they charge you (even their loyalty card holders!) if you are travelling without a checked in bag & want to change the terrible seat they have assigned you. And British Airways are doing it in a very sly way, in my opinion. I have flown 3 times with them during the last month. Each time with a colleague. And on every occasion the seats have been assigned to us at the very rear of the plane, and every time without a window seat. They've done this despite plenty of free seats being available in the mid & front of the plane. There is only 1 reason - they do it specifically to force you to pay for a seat change. Have a look at the seat map from todays flight that I have attached. Despite there being numerous free seats around, they've put us at the back of the plane and on both sides of an aisle so we cant even talk together comfortably. And I was checking in only a few minutes after the online check in opened - so there was no lack of available seats. There are some other airlines also charge for seat selection, but normally they are low cost carriers. British Airways charges premium fees for its seats and is a national carrier. This is pure greed. If you don't take a checked in bag, you are saving BA money. So why should they punish you in return? They save time/money on loading the plane - on staff at the check in desk - on downtime at the gate - on risk due to terror hype - on paying to replace lost baggage and  belongings and on fuel due to less weight etc. They should reduce the ticket price, not increase it! I urge you to give BA a miss until they change this policy. There are plenty of other airlines who value their frequent flyers.",Economy Class,A320,3x3,October 2015,Business,,,,,,,2.0,no,2.0,2.0,2.0,2.0,,94
2015-10-30,9,"""Legroom was not the best""",United Kingdom,"Very comfortable seat on one of British Airways newest A380. Legroom was not the best but adequate for the 11 hour flight to SFO from LHR with 31 inch seat pitch and the slimmed design. Recline was very good, I was able to nap comfortably for 4 hours as it was only a day flight. Could do with more power supply as the seat only had X1 USB port to charge my phone and iPad interchangeably. I would fly long haul with BA again.",Economy Class,A380,3x4x3,September 2015,Solo Leisure,,,,,,4.0,4.0,yes,5.0,5.0,4.0,5.0,5.0,95
2015-10-30,5,British Airways customer review,United Kingdom,"British Airways old and outdated product on their Boeing 747-400 with the outdated and unreliable IFE. Seat pitch of 31 inches. Moveable headrest with supporting head wings. Seat itself is comfortable with good back support but it gets very uncomfortable when the person I front of you reclines their seat reducing your legroom. Seat width was bearable. Although I would fly with BA again, I would avoid their B747-400 on long haul flights.",Economy Class,Boeing 747-400,3x4x3,September 2015,Solo Leisure,,,,,,1.0,2.0,yes,3.0,4.0,3.0,4.0,3.0,96
2015-10-29,7,"""small cramped seat""",United Kingdom,"Small cramped seat (9F) though the seats look new. Magazines were half torn but up to date. Cleanliness was good and position within the aircraft was towards the front. Shame we choose the seats in front of the exit row as we had no recline whatsoever. It is very hard to access the aisle though luckily I didn't need to go to the toilet. Even though it is not the best aircraft seat, BA is my preferred choice if flying within Europe.",Economy Class,A319,3x3,October 2015,Family Leisure,,,,,,,4.0,yes,2.0,1.0,3.0,2.0,,97
2015-10-24,6,"""seats were uncomfortable""",Germany,"Just returned on roundtrip British Airways flights from Amsterdam to London and onto San Diego. The flight from Amsterdam to London wasn't bad, normal seats and even got drink. The over 11 hour flight to and from San Diego brought me to tears. The man in front of me put his seat all the way back while we were taxing on to the runway. Let me tell you his seat was literally just a few inches from my face, watching a movie on my small screen was difficult because of the close proximity of my screen. The seats were uncomfortable and you can feel every move of the person in front and back of you! Would I take this flight again - never! Do I recommend this route - no way!",Economy Class,Boeing 777-200,3×3×3,October 2015,Family Leisure,,,,,,,4.0,no,2.0,1.0,2.0,3.0,3.0,98
2015-10-23,2,"""a comfort nightmare""",Canada,"The front Boeing 787 Economy Cabin on British Airways is claustrophobic caused by the divider to separate Business Cabin/Economy Cabin. The IFE Box occupy almost half of your feet space under the seat in front of you, so hard to stretch your legs to sleep or rest. The pitch between seat is horrible. This Boeing 787 is a quite a comfort nightmare.",Economy Class,Boeing 787,3x3x3,October 2015,Solo Leisure,,,,,,,1.0,yes,1.0,1.0,2.0,2.0,3.0,99
2015-10-10,2,"""worst seats I've experienced""",United Kingdom,"British Airways seats are probably the worst seats I've experienced on a plane, even budget airline ones are better. The legroom's fine, so it's pointless upgrading to premium economy, as you get the same seat with a bit more legroom. Reclining the seat takes about an hour, and width is fine for me, as I'm really skinny.  View of the screen is fine, no power supply, storage great, and the seats are so uncomfortable.",Economy Class,Boeing 747-400,3x4x3,April 2015,Family Leisure,,,,,,,4.0,no,3.0,2.0,4.0,2.0,4.0,100
2015-09-27,9,"""upgraded cabin very good""",United Kingdom,"Prebooked seats 25J/25K in Premium Economy as a couple flying to Dubai, upgraded cabin very good seats as last in row of WTP. I agree that seat 25J does have the IFE box slightly in the way, ie if you street your legs out in full it is in the way, fantasic amount of leg room, seat fully reclined has nobody behind you,. Toilet not bothersome, cabin curtain was closed and light issue no problem. Food with two choices from menu and was very nice food, couple of drinks run and attendant service if you require anything else during flight. Staff very good and always helpful, flight took off and landed on time, overall great service.",Premium Economy,Boeing 777-200,2x4x2,September 2015,Couple Leisure,,,,,,5.0,5.0,yes,5.0,5.0,4.0,5.0,5.0,101
2015-09-22,1,"""very disappointed with this experience""",Canada,"My partner and I traveled British Airways return from Toronto to London, and specifically chose British Airways because we had heard great things about them. We booked a standard World Traveler seat, and wow, were we disappointed! We had heard that the economy seats were great, so didn't bother to upgrade, although we did try closer to the flight date and nothing was available. We had a 7.5 hour flight over night, and we were so uncomfortable that neither of us were able to catch any sleep. Our first flight was in the middle row, and I was basically rubbing elbows with my neighbour the entire flight. My knees were so sore for a few days after as I was unable to stretch at all. On the way back, we decided to try the seat selection, and thought we had selected the emergency exit row, but we were mistaken as that is not an option to choose. We basically paid $71 extra per seat to be just as uncomfortable. I was very disappointed overall with this experience. If we had known, we would have just gone with a budget airline and saved a couple of bucks.",Economy Class,Boeing 787,3x3x3,September 2015,Couple Leisure,,,,,,3.0,1.0,no,1.0,1.0,1.0,1.0,3.0,102
2015-09-14,8,"""no complaints about service, aircraft, seats""",United Kingdom,"Comfortable British Airways return flight Heathrow to Oslo. Have no complaints about service, aircraft, seats. Only a two hour trip each way so was served a sandwich and choice of drinks which was fine, aircraft on return leg had the newer style seating but to be honest both were fine, had plenty of legroom (I'm 5'10""). Would happily fly BA again.",Economy Class,A320,3x3,August 2015,Solo Leisure,,,,,,,3.0,yes,4.0,3.0,3.0,3.0,,103
2015-09-07,2,"""we will never fly BA again""",United Kingdom,"My review of the new British Airways Club Europe business class seats, and appalled by the refit of British Airways planes. They appear to have concentrated on getting as much money as possible for nothing! My partner is 6ft 4in with long legs and does not fit in an economy seat therefore we paid the substantial amount of money over and above the cost of economy tickets to fly Club Europe. I had only flown Club Europe once before a few years ago but then we had 2 large leather seats with extra legroom and a large armrest between them and the service we received felt very special. This time the 'refit' means the seats are normal economy class 3x3 but the middle seat has a tray top clipped over it! Not only were the seats a major disappointment but we too suffered the same issue as a previous reviewer where we felt forced to pay the extra to 'reserve' seats so that we were assured to sit together, we were not offered a choice in food, we only had one drinks service, our row of seats was the only row in the entire cabin didn't have personal air conditioning and were left feeling absolutely ripped off! I will be pushing for a refund and we will never fly BA again after this experience.",Premium Economy,A320,2x2,August 2015,Family Leisure,,,,,,,1.0,no,1.0,1.0,1.0,1.0,,104
2015-08-28,2,"""Premium Economy cabin is uncomfortable""",United Kingdom,"You should know what you are walking into when you approach the British Airways Boeing 747-400 fleet as without exception they are tired and tatty, and should have been retired years ago. As a monthly British Airways customer on the LHR/PHX route I now dread either flight as the Premium Economy cabin is uncomfortable and legroom on all but the front bulkhead seats limited in the extreme due to AVOD boxes being installed under seats, plus the seat fixings are positioned such that one leg is always unable to be extended straight. The seats themselves are uncomfortable, the adjustable headrests will always slip back down irrespective of how they are positioned and the seat adjustment buttons seldom function correctly. As for entertainment, if you can actually see the picture on the SatNav sized screens then you're a better person than me. British Airways is currently offering a premium product in cost, but is actually providing a mediocre one in reality. Cabin staff are hit and miss and for every good member there are half a dozen miserable ones just going through the motions. Not a great airline any more and it'll take many years for them to catch up.",Premium Economy,Boeing 747-400,2x4x2,August 2015,Business,,,,,,,1.0,no,2.0,2.0,2.0,2.0,1.0,105
2015-08-25,1,"""One of the most uncomfortable cabins I've sat in""",Canada,"One of the most uncomfortable cabins I've sat in. The miserly seat pitch was something I'd expect from a budget airline. British Airways new slim seats, upholstered in a dark grey leather, are attractive to look at, but when you're seated, the seat back in front is practically in your face. I couldn't hold a magazine in front of me to read, and had to twist to the side and hold the magazine in the aisle in order to be able to focus on the print. In future I'll avoid flying British Airways within Europe.",Economy Class,A319,3x3,August 2015,Couple Leisure,,,,,,,1.0,no,1.0,1.0,2.0,2.0,,106
2015-08-06,2,"""decided never to fly British Airways again""",Singapore,"I travelled British Airways Singapore to London to Miami return. It was a bad experience and I have decided never to fly British Airways ever again.  British Airways crew does not enforce the rules that passengers must put their seats upright during meal times. I had to keep reminding the crew to inform the passenger in front to straighten his seat. And on one of the trips, the passenger sitting behind requested me not to recline my seat as it was hitting his leg!  The real test came when the IFE was disrupted for several rows of passengers about 3 hrs into the flight. It was not just the IFE but also the overhead reading lights and crew assistance function.  The crew made some checks and informed us that the problem could not be fixed. For the next 10 hrs, the affected passengers just had to endure the situation. We could not watch movies or read or do work on computers as this was a night flight and all lights were switched off after the meal service. It was distressing to see British Airways crew treat the situation nonchalantly.",Economy Class,Boeing 747,3x4x3,August 2015,Solo Leisure,,,,,,1.0,1.0,no,3.0,3.0,3.0,3.0,1.0,107
2015-07-27,1,"""Club Europe cabin was not sectioned off""",United Kingdom,"As I wanted to ensure that both my wife and I sat together in Club Europe part of the cabin, I was constantly checking the availability of seats. So I checked on Sat, 18th and Sunday 19th and on both occasions the only seats that were available were 2+2+1+1+1, so 7 in total. Therefore I felt that I could not wait until Tues, 21st for online check in, as I wanted to ensure that I sat next to my wife. So with that in mind I pre-booked 2 seats 15a and 15b to ensure that we sat together and the extra £50. However, when I checked the seat availability again on Mon, 20th and Tues 21st, I was shocked to see that there were plenty of seats available. When I saw this I felt I had been forced and cheated by BA to pay an extra £50, this left a bitter taste in my mouth and was angry with the way I had been treated by BA. The flight was delayed for 1 hour 40mins without an explanation as to why. Ok, these things happen but an explanation as to why were were delayed would have been appreciated.  By the time the cabin crew came round with the supposed lunch, it was close to 3pm and by the time the cabin crew reached us, they could not offer us a choice of food and the only thing that was left, was Fish. Therefore we were left with 2 trays of front of us with a salad bowl, a bread roll, an empty cup and an empty glass and a napkin with various cutlery, totally useless if you have no food to eat.  Eventually crew managed to find a Chicken dish that we could eat. The Club Europe cabin was not sectioned off to the economy class passengers. So these passengers were constantly walking past us to use the toilet facilities that were meant for Club Europe passengers.  After several complaints from myself and fellow passengers did they make an announcement over the PA about the facilities. However this did not stop the constant flow of passengers",Premium Economy,Boeing 767,2x2x2,July 2015,Couple Leisure,,,,,,,1.0,no,3.0,2.0,3.0,1.0,,108
2015-07-22,5,"""there are better airlines for long haul flights""",Singapore,"Seat was cramped. I'm 180cm, or 5ft 9. Sat at an aisle sea; 32f. Left leg sort of lost feeling, right leg could stretch out, and that was the constant struggle I had to deal with. If the front passenger fully reclines, there goes the space which you thought you had. The seat is pretty much over the tray tables, watching a movie whilst eating was a delicate balancing act. Overall, decent but there are better airlines for long haul flights.",Economy Class,Boeing 777-300,3x3x3,July 2015,Solo Leisure,,,,,,3.0,3.0,no,2.0,2.0,2.0,3.0,3.0,109
2015-07-10,1,"""narrowest, hardest airline seat I have ever flown""",United Kingdom,"The narrowest, hardest airline seat I have ever flown in. It was an overnight flight from Philadelphia to London. I am not a big person (163cm tall, 52kg) but I had to scrunch my shoulders together to fit in the seat. I had pins and needles for 24 hours after the flight. Other people around me who were larger than me (but not 'big' people by any stretch of the imagination) had to keep their arms folded for the whole flight in order to fit in the seat. Lots of people were complaining. I emailed a complaint to BA, which was met with ""sorry to hear, hope it hasn't deterred you from flying with us again"". A disgusting way to treat your passengers. I would rather pay more to travel with anyone than BA ever again after this experience.",Economy Class,Boeing 787,3x3x3,June 2015,Solo Leisure,,,,,,,2.0,no,2.0,2.0,1.0,3.0,3.0,110
2015-07-08,7,"""seats were fairly comfortable, but not to sleep""",United States,"My husband and I sat in two of the seats by the windows (which cost extra) so we had a little more room and privacy. We were in 31/B on the way to London and in 30J/K on the way back to Chicago. 31 A/B were better because there was no one behind us. The seats were fairly comfortable, but not comfortable enough for us to really sleep. The arms were really hard and could not be raised because they contained the trays. If the center one could have been raised to make more room it would have helped a lot. I could not really stretch out because of a metal box under the seat in front of me. From reviews I have read of other airlines' premium economy seats, these were good. A pillow, blanket, and eye mask were provided. I am a vegetarian and had a special meal which was all right as was my husband's meal. The flight attendants were very nice and helpful. The movies were fine too.",Premium Economy,Boeing 747-400,2x4x2,May 2015,Couple Leisure,,,,,,5.0,5.0,yes,4.0,4.0,3.0,5.0,4.0,111
2015-07-04,1,"""Business Class seat pitch feels like a budget carrier""",United Kingdom,"British Airways ""Club Europe"" Business Class seat pitch now feels like a budget carrier, never mind the advertising puff. Very disappointed after 3 or 4 of these trips. Sad that British Airways had to pull this trick.",Premium Economy,A320,2 x 2,June 2015,Solo Leisure,,,,,,,2.0,no,1.0,2.0,3.0,3.0,,112
2015-07-03,2,"""you feel totally cramped and hemmed in""",Thailand,"The 31 inch seat pitch is now so small it is like a long-haul budget airline at premium price. There is reasonable leg room provided you have nothing stashed away there or the IFE box does not get your way. Even with the tray table up, though, window seat passengers have no way of getting out to the washroom without having the other two passengers get up and out into the aisle. That makes you really popular in the middle of a long overnight flight! The back support is reasonable, but after a few hours the seat bottom starts to feel hard. Overall you feel totally cramped and hemmed in. I'll never fly it again.",Economy Class,Boeing 777-300,3x3x3,June 2015,Solo Leisure,,,,,,,1.0,no,3.0,2.0,2.0,1.0,2.0,113
2015-06-21,5,"""It is now impossible to stretch out""",Germany,"Business Class, Seat 1C in Club Europe on A320. Despite the enhancements made to the interior aesthetics of the short-haul fleet, a fare paying Club Europe passenger is bound to be left less than impressed. Since the refitting and ""upgrade"" to the new seat, the legroom is completely inadequate. It is now impossible to stretch out, work on a normal sized laptop, and in my opinion has rendered Club Europe basically a redundant product compared.",Premium Economy,A320,2x2,May 2015,Business,,,,,,,2.0,yes,1.0,3.0,3.0,3.0,,114
2015-06-20,9,"""Comfy and spacious enough to get some sleep""",United Kingdom,"Premium Economy is well worth the extra money. Comfy and spacious enough to get some sleep, at least not like the economy seating. Food and beverages choices good too.",Premium Economy,Boeing 747-400,2x4x2,June 2015,Couple Leisure,,,,,,5.0,5.0,yes,5.0,5.0,5.0,5.0,5.0,115
2015-05-29,1,"""most uncomfortable seats ever""",Australia,"Hong Kong to Heathrow return. We thought it being 1 of their new A380 aircraft it would be enjoyable how wrong we were. Sat in seats 71a 71b going over 81a 81b coming back - most uncomfortable seats ever and what's with the entertainment box being under the seat in front of you. I am only 5'2"" tall and had no room for my feet because of this box and the Middle armrest only goes half way up. We have flown long haul many times and this would have to be the worst experience ever.",Economy Class,A380,2x4x2,,,,,,,,,,no,1.0,4.0,1.0,1.0,3.0,116
2015-05-29,2,"""Very bad and unhealthy seating""",United States,We had flown LAX to Heathrow in BA World Traveller plus seats 2x4x2 and were able to survive - but on the return in the standard Economy seats it was awful. It was inhumane! If the seat in front reclines you are trapped. The armrest won't come all the way up so a large person has an awful time getting out of their seat. I would hate to be in the middle of a row. Very bad and unhealthy seating.,Economy Class,A380,2x4x2,,,,,,,,,,no,1.0,2.0,2.0,1.0,2.0,117
2015-05-29,4,"""I will never book them again""",Australia,I flew SYD-LHR return trip having recently had surgery on my left leg. Outbound I stood up for 7 hours from SYD-SIN as cabin crew decided my leg was sticking out too far and there was insufficient room to get my leg under the seat. On the return my seat offered better leg room but despite many empty seats BA allocated two large men next to me. I had to have my carry on case to keep my leg elevated which meant the two men were trapped in their seats. BA didn't ask to see my Dr's letter to understand what I was going through. The staff did their very best to avoid all eye contact with passengers (presumably in case we asked for something!). My headset socket didn't work but the staff just blamed the previous crew. I could write about the state of the toilets but I'd rather forget what I saw. Suffice to say I drank nothing on the flight to ensure a bathroom visit was not required. My experience with BA has left me quite certain I will never book them again.,Economy Class,Boeing 777,3x3x3,,,,,,,,,,yes,5.0,4.0,2.0,4.0,1.0,118
2015-05-29,1,"""a very poor product and BA should be ashamed""",United Kingdom,Flying from London to Mauritius and back. On way out footrest not working - broken and reported to crew who did nothing. Reported to BA on arrival. Return to LGW 2 weeks later same run down aircraft seat not fixed and in addition my wife's was broken as well this time. Reported to crew again and an engineer did a temporary fix before take-off. It soon broke again! Didn't have dinner it was 1am but breakfast was the worst I have been presented with in over 40 years of frequent flying a grey/green omelette and undercooked sausage - I did not eat it. It was an old WT+ cabin and even if they had been properly working the seats are not good. Food same as Economy drinks from plastic and paper cups. It really is a very poor product and BA should be ashamed of it. I would not travel with BA long haul in this cabin ever again as it offers poor value for money and great discomfort. Save up to go Club if at all possible or choose another airline on the same route whose Premium Economy lives up to what it claims.,Premium Economy,Boeing 777-200,2x4x2,,,,,,,,,,no,2.0,1.0,1.0,3.0,2.0,119
2015-05-29,2,"""Beware of seats 25A/B on the new layout in the A319""",United Kingdom,Beware of seats 25A/B on the new layout in the A319. They are placed where one of the toilets used to be. There is no window and it feels cramped and claustrophobic. You are also adjacent to the door of the one remaining toilet so expect smells and long queues next to you for most of the flight.,Economy Class,A319,3x3,,,,,,,,,,no,1.0,1.0,1.0,1.0,1.0,120
2015-04-02,3,"""BA have decided to cram people in on this new plane""",United Kingdom,"I flew from Hong Kong to London. After a code share on an old Cathay Pacific plane I was looking forward to flying on one of the new A380s. I was quickly disappointed however. BA have decided to cram people in on this new plane. The legroom and general seat comfort was very poor. I only fly BA as I travel a lot with work and use BA for EU flights but I won't fly long haul with them again. It's disgraceful the tiny amount of room they give while continually saying ""enjoy your flight"". It is a matter of endurance not enjoyment.",Economy Class,A380,2x4x2,,,,,,,,,,no,1.0,1.0,1.0,1.0,3.0,121
2015-03-22,2,"""Leg room and recline marginal""",Canada,Just returned from London into Vancouver. Seats are not comfortable. You could get jammed into a wretched four in a row middle seat. Leg room and recline marginal. Food horrific. Service average. Scratchy blanket. TV screen kept freezing and acting up. Just economy with a little bit more leg room and given the lack of comfort not worth it. I will never book this again and will not fly British Airways again - part of it is just a feeling of the crew not caring very much. Not very pleasant either being sandwiched between business class and first class which had lovely cabins service and reclining seats. Felt like a lower class citizen with the red rope across the curtains to first class. The food was horrific. No priority boarding. Last bags to be let off in Vancouver.,Premium Economy,Boeing 747-400,2x4x2,,,,,,,,,,no,2.0,2.0,1.0,1.0,1.0,122
2015-03-22,1,"""Felt very claustrophobic and couldn't sit comfortably""",United Kingdom,London to Bangkok 12 hour flight. Seat in front was in full recline position for 10 of those hours. Couldn't see the tv screen in front of me as too close with the recline position of person in front. Felt very claustrophobic and couldn't sit comfortably as no leg room - sat at an angle and now very stiff. Endurance test!,Economy Class,Boeing 777,3x3x3,,,,,,,,,,no,1.0,1.0,3.0,2.0,1.0,123
2015-03-01,3,"""this trip was by some margin the worst I have experienced""",United Kingdom,I have travelled long haul premium economy with a number of other airlines and have not used BA service for long haul before. However this trip was by some margin the worst I have experienced on long haul. I fear BA's hype about investment in premium economy seats is ill founded and after some 24 hours in the same seat broken by stop for refuel in Singapore I came into Heathrow sore from the seat. The service was satisfactory and when I became ill on one leg of the flight staff couldn't have been more helpful. But the seat discomfort was such that I would only choose BA for long haul as a last resort.,Premium Economy,Boeing 777,2x4x2,,,,,,,,,,no,5.0,3.0,3.0,2.0,3.0,124
2015-02-21,2,British Airways customer review,United Kingdom,Flew with my daughter from London Heathrow to Dubai on Valentines Day. This is a terrible product offered from BA. Have flown Virgin Premium Economy which knocks the socks off this BA product? Seats are incredibly uncomfortable - both recline and leg rest allow no comfortable position. There is no sense of a premium product. Bitterly regret booking BA for this trip and dreading return flight. Considered upgrading to Club but would cost an additional £2900 pp! again.,Premium Economy,BOEING 747-400,2x4x2,,,,,,,,,,no,2.0,1.0,1.0,1.0,1.0,125
